global_mesh_x,global_mesh_y,sub_x0,sub_x1,sub_y0,sub_y1,sub_mesh_x,sub_mesh_y,L2_norm,H1_norm,Relative_L2_norm
3,3,0.0,4.0,0.0,4.0,12,12,1.5128852048268209e-15,2.8459476688863237e-15,8.780759620563789e-16
3,3,0.0,4.0,0.0,4.0,16,16,3.1663245897628788e-15,5.194944572157174e-15,1.837729327690178e-15
3,3,0.0,4.0,0.0,4.0,20,20,7.407894669821678e-15,9.895435795217405e-15,4.299529282369205e-15
3,3,0.0,4.0,0.0,4.0,24,24,4.93874445942888e-15,7.845781115867997e-15,2.8664387613335354e-15
3,3,0.0,4.0,0.0,4.0,32,32,1.1063607081138088e-14,1.5271916546141995e-14,6.421298457139779e-15
3,3,0.0,4.0,0.0,4.0,48,48,1.7254643511786957e-14,2.5149718072258737e-14,1.0014565317457959e-14
3,3,0.0,4.0,0.0,4.0,64,64,2.6433868765069727e-14,4.8659053572225505e-14,1.534217181363578e-14
3,3,0.0,4.0,0.0,4.0,96,96,8.298235405214758e-14,1.0154995476584155e-13,4.816281508706317e-14
3,3,0.0,4.0,0.0,4.0,128,128,6.030031012491532e-14,1.2992979177509638e-13,3.4998195934667675e-14
3,3,0.0,4.0,0.0,4.0,192,192,8.325058296826991e-14,2.0607610501695016e-13,4.8318494687106314e-14
4,4,0.0,4.0,0.0,4.0,3,3,1.0459203332212413e-16,1.441015949400809e-16,9.701888181603463e-17
4,4,0.0,4.0,0.0,4.0,4,4,1.1153511028356907e-16,1.7227317104664663e-16,1.0345923431484741e-16
4,4,0.0,4.0,0.0,4.0,6,6,2.438555530867103e-16,5.476209378417672e-16,2.2619880629186374e-16
4,4,0.0,4.0,0.0,4.0,8,8,9.085604583404676e-16,1.2014551694521762e-15,8.427747021513396e-16
4,4,0.0,4.0,0.0,4.0,12,12,8.807935858652636e-16,1.6568436659772983e-15,8.170183339700564e-16
4,4,0.0,4.0,0.0,4.0,16,16,1.9964739365793736e-15,3.2030818103715358e-15,1.8519160852838608e-15
4,4,0.0,4.0,0.0,4.0,20,20,4.596201195461892e-15,6.147819317351488e-15,4.263405982479421e-15
4,4,0.0,4.0,0.0,4.0,24,24,3.2722649551777256e-15,4.972252450857353e-15,3.035331438479459e-15
4,4,0.0,4.0,0.0,4.0,32,32,6.6211912346434416e-15,9.317698438699638e-15,6.1417734168801795e-15
4,4,0.0,4.0,0.0,4.0,48,48,1.07810825741874e-14,1.580230072546469e-14,1.0000461248254494e-14
4,4,0.0,4.0,0.0,4.0,64,64,1.67114000320261e-14,3.0656071736137285e-14,1.5501384696234026e-14
4,4,0.0,4.0,0.0,4.0,96,96,5.1944513435831443e-14,6.376567973564049e-14,4.818338882946249e-14
4,4,0.0,4.0,0.0,4.0,128,128,3.7576721760341456e-14,8.100345670387778e-14,3.485591982205669e-14
4,4,0.0,4.0,0.0,4.0,192,192,5.2168104831455015e-14,1.2908592214780782e-13,4.839079073660925e-14
6,6,0.0,4.0,0.0,4.0,3,3,5.775039666719803e-17,1.067978703677807e-16,1.1179687186695035e-16
6,6,0.0,4.0,0.0,4.0,4,4,4.388541835720874e-17,7.341158093862702e-17,8.495616958584644e-17
6,6,0.0,4.0,0.0,4.0,6,6,9.517047170715226e-17,2.3420587243773917e-16,1.8423702078231862e-16
6,6,0.0,4.0,0.0,4.0,8,8,4.267355327282446e-16,5.660441954325787e-16,8.261016447804248e-16
6,6,0.0,4.0,0.0,4.0,12,12,5.04892572870474e-16,9.08137542658738e-16,9.774029882609655e-16
6,6,0.0,4.0,0.0,4.0,16,16,9.495273868752606e-16,1.5447622456779836e-15,1.838155194264643e-15
6,6,0.0,4.0,0.0,4.0,20,20,2.199467191905091e-15,2.885952875717429e-15,4.257867755368025e-15
6,6,0.0,4.0,0.0,4.0,24,24,1.5979577550171193e-15,2.4271594628852444e-15,3.0934277285739094e-15
6,6,0.0,4.0,0.0,4.0,32,32,3.2702985711812346e-15,4.525783488105411e-15,6.330850893301206e-15
6,6,0.0,4.0,0.0,4.0,48,48,5.152616094175967e-15,7.47814377376736e-15,9.974760252812889e-15
6,6,0.0,4.0,0.0,4.0,64,64,7.992354538509274e-15,1.4659444481148307e-14,1.547210561005045e-14
6,6,0.0,4.0,0.0,4.0,96,96,2.4894402531363274e-14,3.04768852264207e-14,4.819215954554192e-14
6,6,0.0,4.0,0.0,4.0,128,128,1.808239980270695e-14,3.885782835906821e-14,3.500505365255725e-14
6,6,0.0,4.0,0.0,4.0,192,192,2.4947779681998326e-14,6.175529762189631e-14,4.8295490410967954e-14
8,8,0.0,4.0,0.0,4.0,3,3,4.7743202476790224e-17,5.255795451272487e-17,1.6006854006276042e-16
8,8,0.0,4.0,0.0,4.0,4,4,7.457891356577712e-17,8.293478119338986e-17,2.500405752995755e-16
8,8,0.0,4.0,0.0,4.0,6,6,7.849789213956626e-17,1.378896035176707e-16,2.631797269756412e-16
8,8,0.0,4.0,0.0,4.0,8,8,2.6837727547028666e-16,3.391141604430717e-16,8.997879581168407e-16
8,8,0.0,4.0,0.0,4.0,12,12,2.7065725130834824e-16,5.009621236737085e-16,9.07432028578066e-16
8,8,0.0,4.0,0.0,4.0,16,16,5.13356401378991e-16,8.485915075855094e-16,1.7211289866982331e-15
8,8,0.0,4.0,0.0,4.0,20,20,1.3066930478348493e-15,1.7605748354810827e-15,4.380947184654585e-15
8,8,0.0,4.0,0.0,4.0,24,24,9.184264638346685e-16,1.4495334671636706e-15,3.0792065800883067e-15
8,8,0.0,4.0,0.0,4.0,32,32,1.8608399166847904e-15,2.634491436132256e-15,6.238834290578584e-15
8,8,0.0,4.0,0.0,4.0,48,48,2.9288198114695573e-15,4.284470948737615e-15,9.81944836140203e-15
8,8,0.0,4.0,0.0,4.0,64,64,4.574926642589213e-15,8.432022715074121e-15,1.5338347462748292e-14
8,8,0.0,4.0,0.0,4.0,96,96,1.4367304466205977e-14,1.7640373472572032e-14,4.816923313133897e-14
8,8,0.0,4.0,0.0,4.0,128,128,1.0398459279148178e-14,2.255206388742504e-14,3.486289376014607e-14
8,8,0.0,4.0,0.0,4.0,192,192,1.4457746696740582e-14,3.580810533275326e-14,4.847245861792392e-14
12,12,0.0,4.0,0.0,4.0,3,3,3.251178051236402e-17,2.8302822617217645e-17,2.407295509479565e-16
12,12,0.0,4.0,0.0,4.0,4,4,3.2657972211799454e-17,2.8991457068154053e-17,2.4181200972452293e-16
12,12,0.0,4.0,0.0,4.0,6,6,4.144893304450847e-17,6.634506259670273e-17,3.069036171452329e-16
12,12,0.0,4.0,0.0,4.0,8,8,1.2526482528134557e-16,1.637908591455164e-16,9.275082651374603e-16
12,12,0.0,4.0,0.0,4.0,12,12,1.2766439858520445e-16,2.425050671910192e-16,9.452756157654884e-16
12,12,0.0,4.0,0.0,4.0,16,16,2.2824677599652242e-16,3.9109457893006014e-16,1.6900256776175491e-15
12,12,0.0,4.0,0.0,4.0,20,20,5.826538186593219e-16,7.929287120885758e-16,4.31418980792613e-15
12,12,0.0,4.0,0.0,4.0,24,24,3.8533679743519547e-16,6.252803807507439e-16,2.8531797627946762e-15
12,12,0.0,4.0,0.0,4.0,32,32,8.4336197255505845e-16,1.1832613156778498e-15,6.244571836431802e-15
12,12,0.0,4.0,0.0,4.0,48,48,1.3361623483479282e-15,1.9704202321959298e-15,9.893452682145303e-15
12,12,0.0,4.0,0.0,4.0,64,64,2.0896341763240613e-15,3.836829010903004e-15,1.5472443802965812e-14
12,12,0.0,4.0,0.0,4.0,96,96,6.48667755846528e-15,7.968932454419455e-15,4.802982030466934e-14
12,12,0.0,4.0,0.0,4.0,128,128,4.727226707873021e-15,1.017314182537317e-14,3.5002179046530186e-14
12,12,0.0,4.0,0.0,4.0,192,192,6.50870988815649e-15,1.6142694451223555e-14,4.819295602801055e-14
20,20,0.0,4.0,0.0,4.0,3,3,7.981372843123946e-18,8.844355178476946e-18,1.626037127005558e-16
20,20,0.0,4.0,0.0,4.0,4,4,8.139427567176125e-18,9.119766643680065e-18,1.6582374582592057e-16
20,20,0.0,4.0,0.0,4.0,6,6,8.430342738953976e-18,1.8063457517372287e-17,1.7175053159846482e-16
20,20,0.0,4.0,0.0,4.0,8,8,4.0533632863289806e-17,5.46214363976699e-17,8.257876586344851e-16
20,20,0.0,4.0,0.0,4.0,12,12,4.397822964241782e-17,8.343447431544872e-17,8.959640851780916e-16
20,20,0.0,4.0,0.0,4.0,16,16,8.414330593730958e-17,1.3646178369266157e-16,1.7142431776122948e-15
20,20,0.0,4.0,0.0,4.0,20,20,2.1107521454336133e-16,2.772053857093451e-16,4.300214288746721e-15
20,20,0.0,4.0,0.0,4.0,24,24,1.4895876152434554e-16,2.2701913998277625e-16,3.0347219882106293e-15
20,20,0.0,4.0,0.0,4.0,32,32,3.1612608132810723e-16,4.3258695689880294e-16,6.4404051177378074e-15
20,20,0.0,4.0,0.0,4.0,48,48,4.88604666279334e-16,7.103991827762427e-16,9.954294122255189e-15
20,20,0.0,4.0,0.0,4.0,64,64,7.621621989071387e-16,1.4005664596277486e-15,1.5527454444017667e-14
20,20,0.0,4.0,0.0,4.0,96,96,2.3669056780205315e-15,2.899044454347693e-15,4.822073325264928e-14
20,20,0.0,4.0,0.0,4.0,128,128,1.7133866297085327e-15,3.677222670854812e-15,3.490665487727667e-14
20,20,0.0,4.0,0.0,4.0,192,192,2.3596250925882622e-15,5.846883149451349e-15,4.807240661194314e-14
24,24,0.0,4.0,0.0,4.0,3,3,6.947217487968561e-18,7.7766684473583e-18,2.034774932027492e-16
24,24,0.0,4.0,0.0,4.0,4,4,8.625834406902753e-18,1.0031686021118938e-17,2.526426105038815e-16
24,24,0.0,4.0,0.0,4.0,6,6,9.359209772736214e-18,1.6540865408689774e-17,2.741224880627568e-16
24,24,0.0,4.0,0.0,4.0,8,8,3.356127630840269e-17,4.072287029802239e-17,9.82978348345249e-16
24,24,0.0,4.0,0.0,4.0,12,12,2.5610125058066077e-17,5.5015631142953445e-17,7.500965755640974e-16
24,24,0.0,4.0,0.0,4.0,16,16,6.109038327613817e-17,1.0187250834136878e-16,1.789280106654417e-15
24,24,0.0,4.0,0.0,4.0,20,20,1.468122619819285e-16,1.9822067041359987e-16,4.29999364367732e-15
24,24,0.0,4.0,0.0,4.0,24,24,1.031444029482104e-16,1.5959904245441835e-16,3.021002953505223e-15
24,24,0.0,4.0,0.0,4.0,32,32,2.122417784661732e-16,2.9856403998728664e-16,6.216362897804991e-15
24,24,0.0,4.0,0.0,4.0,48,48,3.436779150741247e-16,4.997233650569083e-16,1.0066004231123063e-14
24,24,0.0,4.0,0.0,4.0,64,64,5.261143689188485e-16,9.736424299901776e-16,1.5409397087535198e-14
24,24,0.0,4.0,0.0,4.0,96,96,1.642713319399402e-15,2.0170389203387735e-15,4.811353449938051e-14
24,24,0.0,4.0,0.0,4.0,128,128,1.1921221342577974e-15,2.571790510798775e-15,3.4916140726885524e-14
24,24,0.0,4.0,0.0,4.0,192,192,1.6470754476071849e-15,4.0804478682809165e-15,4.824129714890475e-14
48,48,0.0,4.0,0.0,4.0,3,3,1.6537103060689397e-18,1.938722049896339e-18,1.9320362680739573e-16
48,48,0.0,4.0,0.0,4.0,4,4,1.3659056315654233e-18,1.7137026345910618e-18,1.5957929325747612e-16
48,48,0.0,4.0,0.0,4.0,6,6,1.855312063785843e-18,3.7873056525023786e-18,2.1675683961541182e-16
48,48,0.0,4.0,0.0,4.0,8,8,7.051771017059812e-18,9.529704351098193e-18,8.238611871204214e-16
48,48,0.0,4.0,0.0,4.0,12,12,7.668229432134733e-18,1.4543281097113606e-17,8.958822667081373e-16
48,48,0.0,4.0,0.0,4.0,16,16,1.4967151611042625e-17,2.5285773801648126e-17,1.7486182214728496e-15
48,48,0.0,4.0,0.0,4.0,20,20,3.613618353515854e-17,4.858978514184738e-17,4.2218045641661015e-15
48,48,0.0,4.0,0.0,4.0,24,24,2.553343630264135e-17,3.910164609022809e-17,2.9830814263063833e-15
48,48,0.0,4.0,0.0,4.0,32,32,5.3296705913686126e-17,7.532992196486953e-17,6.226675156841298e-15
48,48,0.0,4.0,0.0,4.0,48,48,8.525260942284273e-17,1.2497959423636466e-16,9.960095958065413e-15
48,48,0.0,4.0,0.0,4.0,64,64,1.3118606404562692e-16,2.427341960882279e-16,1.5326519564633653e-14
48,48,0.0,4.0,0.0,4.0,96,96,4.1096345167954097e-16,5.045223802559219e-16,4.801302202593793e-14
48,48,0.0,4.0,0.0,4.0,128,128,2.9952221806280426e-16,6.455229022242162e-16,3.499329878202191e-14
48,48,0.0,4.0,0.0,4.0,192,192,4.107244824223284e-16,1.020025743041322e-15,4.7985103153383575e-14
96,96,0.0,4.0,0.0,4.0,3,3,3.444033516835665e-19,4.291395829200855e-19,1.6083511220080052e-16
96,96,0.0,4.0,0.0,4.0,4,4,3.981335629054751e-19,5.932488795686635e-19,1.859269253559416e-16
96,96,0.0,4.0,0.0,4.0,6,6,6.453574161767941e-19,1.1647269410783953e-18,3.0137956536433487e-16
96,96,0.0,4.0,0.0,4.0,8,8,2.0255306959068672e-18,2.6300458942984324e-18,9.459154655430458e-16
96,96,0.0,4.0,0.0,4.0,12,12,1.8543025321128755e-18,3.6373803557782405e-18,8.659525360270536e-16
96,96,0.0,4.0,0.0,4.0,16,16,3.720652256365149e-18,6.3405359858165864e-18,1.7375310669521829e-15
96,96,0.0,4.0,0.0,4.0,20,20,9.149111838066307e-18,1.2178309478133192e-17,4.272601941356975e-15
96,96,0.0,4.0,0.0,4.0,24,24,6.242168513599776e-18,9.946060010946558e-18,2.915069985101588e-15
96,96,0.0,4.0,0.0,4.0,32,32,1.333784733923845e-17,1.8804933439375222e-17,6.2287261806165954e-15
96,96,0.0,4.0,0.0,4.0,48,48,2.1506332888215324e-17,3.12024335507146e-17,1.0043379212759618e-14
96,96,0.0,4.0,0.0,4.0,64,64,3.3185876343446047e-17,6.124654352761735e-17,1.5497683512917513e-14
96,96,0.0,4.0,0.0,4.0,96,96,1.0318450343238428e-16,1.2656244230513924e-16,4.8186787688912644e-14
96,96,0.0,4.0,0.0,4.0,128,128,7.518142085105181e-17,1.6194076134470402e-16,3.510945000646378e-14
96,96,0.0,4.0,0.0,4.0,192,192,1.031011090244988e-16,2.560308285997493e-16,4.814784280384632e-14
