Sample,L2 Error,H1 Error,Relative L2 Error
0,2.2897627851961153,2.256872406944508,1.056291137280017
1,2.338301792608702,1.950640814672581,0.7071421666390134
2,1.6861913218953022,1.713701132532719,0.582542911916425
3,0.5662960897426262,0.8354856213265229,2.594798308698681
4,2.078630107712441,1.2111714249560699,0.9058837287267005
5,0.1494248091969968,0.21813946391497097,2.3199057087952095
6,1.4245861007451652,1.5726049060891134,0.45901396056864574
7,1.4126409545367093,2.0916245377256066,2.3819251608946743
8,1.8179019378735812,2.694893998092974,1.8422567273455246
9,0.27959224706311075,0.405861725399351,2.2461770466693163
10,1.5773296719577012,1.7646213146658989,0.7709173530242105
11,1.7956030088063621,1.2901859725660765,0.9886076850550877
12,0.5401266585701903,0.5678464245252337,1.2882895313159846
13,1.8472547696258208,2.7523678779367673,2.113708102371048
14,0.06896944078342426,0.10147022153940786,3.213219907858841
15,1.8755043577741903,1.7279002575176825,0.6446687573730161
16,0.42743359513990964,0.4394670909210513,1.272851422842073
17,2.051515424930136,2.5007409861472403,1.3786346695519116
18,0.46562880316937344,0.4960961697259619,1.3076383362541715
19,1.1851781190898498,1.2918245620562925,1.2824015395887813
20,1.1046229405799046,1.6339256375358933,2.6147442039100333
21,1.5223307497216703,2.2125658550008502,1.9255924557630866
22,1.8812350828737234,1.8934030355756293,0.7926647685964977
23,0.07801806986038477,0.07391782564238324,1.3470114139361182
24,1.630261132682847,2.006170154297013,1.84761397762804
25,2.613199708672336,1.9195979456519947,0.7185902948872853
26,20.338154383196393,7.472358059304538,0.8476090427112157
27,2.2912773615572597,1.6373866521100504,0.5604077802104263
28,2.0620770145559773,2.0398631937349094,1.002146795588557
29,2.328675249570916,1.798892251167314,0.4103720542890264
30,1.6751726594181322,2.5276532210919704,1.2674269226055026
31,0.9790547393502957,0.7645266084552071,0.26944954281532507
32,0.19544752238299568,0.2053645539176427,1.2984258817458814
33,6.799509920053238,4.006288504892941,0.71431198919509
34,1.6653201910635462,1.7649191281026149,1.142351917415898
35,2.227679168207342,1.6353594642514988,0.6050290937586876
36,4.144286520108801,3.2318730969694376,0.5644678224179578
37,1.0809062547186339,1.5778349554041018,2.1735458202208977
38,1.3539179109438904,1.6457187577269667,1.7740638550618653
39,2.095786191609577,1.7669586758449185,1.0581257683046188
40,2.321124142796591,2.216845953994081,1.050865409732545
41,1.9718342066524523,2.3367874839934517,1.0225542528069103
42,1.6291558552838843,2.409040608886337,2.10604216339008
43,4.3945325135817095,1.9498241011549746,0.7047422137136476
44,2.684689511140685,1.6922230732257617,0.6769372258562169
45,1.2782096085499297,1.8345252161587244,1.9718755429772084
46,1.7488406608431473,2.1475789449684295,1.093569019067587
47,2.2390484932483314,1.6171528411666143,0.6229965246367996
48,0.05244881335571571,0.0772208393708977,3.145806669579724
49,2.1869232446600373,1.492001712285486,0.41674810217155067
50,1.9203824848018776,2.871956623583336,1.8195939764406308
51,1.2762544537172358,0.8519585937889069,0.9863402848965936
52,1.5481478539101556,1.9319809489382205,1.0500528836843925
53,2.4686511583313204,2.2713955246417337,0.8694000943210141
54,1.5901903096052055,1.7736334375651852,0.5756206477597027
